State,District,Crop,Season,Year,Area_Hectares,Production_Tonnes,Yield_t_per_ha,Soil_Type,Water_Requirement,Climate,Fertilizer
West Bengal,West Bengal District,Rice,Rabi,2019,13501,31322,2.32,Red,Medium,Mountain,Potash
West Bengal,West Bengal District,Coconut,Kharif,2019,12850,20046,1.56,Red,High,Temperate,Urea
West Bengal,West Bengal District,Coconut,Kharif,2019,23164,83390,3.6,Clay Loam,Low,Tropical,Potash
West Bengal,West Bengal District,Apple,Kharif,2019,27447,79596,2.9,Clay Loam,Medium,Semi-Arid,Urea
West Bengal,West Bengal District,Potato,Zaid,2019,24405,124221,5.09,Clay Loam,High,Temperate,Potash
West Bengal,West Bengal District,Ragi,Zaid,2020,7519,13534,1.8,Black,Medium,Tropical,DAP + Urea
West Bengal,West Bengal District,Banana,Kharif,2020,27575,105612,3.83,Laterite,Medium,Temperate,Potash
West Bengal,West Bengal District,Coconut,Rabi,2020,27647,149017,5.39,Clay Loam,Medium,Temperate,Organic + NPK
West Bengal,West Bengal District,Rubber,Rabi,2020,4082,16083,3.94,Loam,Medium,Temperate,NPK
West Bengal,West Bengal District,Sugarcane,Kharif,2020,17335,73327,4.23,Alluvial,High,Semi-Arid,Organic + NPK
West Bengal,West Bengal District,Maize,Kharif,2020,3851,13324,3.46,Sandy,High,Tropical,NPK
West Bengal,West Bengal District,Potato,Kharif,2020,27558,130900,4.75,Alluvial,Low,Humid,Urea
West Bengal,West Bengal District,Potato,Zaid,2020,2192,5326,2.43,Loam,Low,Mountain,Organic + NPK
West Bengal,West Bengal District,Rubber,Rabi,2020,23521,74796,3.18,Laterite,Low,Mountain,NPK
West Bengal,West Bengal District,Banana,Kharif,2020,1731,5106,2.95,Alluvial,High,Semi-Arid,DAP + Urea
West Bengal,West Bengal District,Maize,Zaid,2020,24719,50921,2.06,Loam,Medium,Semi-Arid,Organic + NPK
West Bengal,West Bengal District,Rubber,Kharif,2020,5597,25242,4.51,Clay Loam,High,Humid,Urea
West Bengal,West Bengal District,Apple,Zaid,2021,14052,47074,3.35,Black,Medium,Mountain,DAP + Urea
West Bengal,West Bengal District,Onion,Zaid,2021,21782,65563,3.01,Sandy,Low,Tropical,NPK
West Bengal,West Bengal District,Mustard,Zaid,2021,6317,37775,5.98,Red,Medium,Semi-Arid,NPK
West Bengal,West Bengal District,Jute,Rabi,2021,4634,12511,2.7,Laterite,High,Mountain,Organic + NPK
West Bengal,West Bengal District,Potato,Zaid,2021,14745,50575,3.43,Laterite,High,Tropical,Potash
West Bengal,West Bengal District,Coconut,Rabi,2021,8163,33223,4.07,Clay Loam,High,Temperate,Urea
West Bengal,West Bengal District,Cotton,Zaid,2021,25098,87341,3.48,Loam,Low,Semi-Arid,Organic + NPK
West Bengal,West Bengal District,Banana,Zaid,2021,22971,96707,4.21,Clay Loam,Medium,Humid,NPK
West Bengal,West Bengal District,Apple,Zaid,2021,6077,34760,5.72,Black,Medium,Semi-Arid,Urea
West Bengal,West Bengal District,Potato,Kharif,2021,28034,116901,4.17,Clay Loam,Medium,Temperate,DAP + Urea
West Bengal,West Bengal District,Bajra,Rabi,2021,1462,5131,3.51,Sandy,High,Mountain,DAP + Urea
West Bengal,West Bengal District,Ragi,Zaid,2021,751,3597,4.79,Laterite,Medium,Mountain,Potash
West Bengal,West Bengal District,Jute,Zaid,2022,19819,52916,2.67,Black,Low,Tropical,Potash
West Bengal,West Bengal District,Coffee,Zaid,2022,17274,70823,4.1,Clay Loam,Low,Humid,Urea
West Bengal,West Bengal District,Apple,Rabi,2022,20561,86356,4.2,Black,High,Mountain,Organic + NPK
West Bengal,West Bengal District,Groundnut,Zaid,2022,17040,46178,2.71,Loam,Low,Semi-Arid,NPK
West Bengal,West Bengal District,Jowar,Rabi,2022,6097,32131,5.27,Alluvial,Medium,Mountain,Urea
West Bengal,West Bengal District,Wheat,Zaid,2022,4318,13472,3.12,Clay Loam,High,Temperate,Potash
West Bengal,West Bengal District,Rubber,Rabi,2022,26244,48026,1.83,Loam,High,Mountain,Potash
West Bengal,West Bengal District,Jowar,Zaid,2022,537,1702,3.17,Clay Loam,Low,Semi-Arid,Potash
West Bengal,West Bengal District,Wheat,Zaid,2022,28115,153226,5.45,Red,High,Tropical,Urea
West Bengal,West Bengal District,Groundnut,Rabi,2022,26375,73586,2.79,Laterite,Low,Humid,Potash
West Bengal,West Bengal District,Wheat,Rabi,2022,12556,24484,1.95,Alluvial,Medium,Mountain,Organic + NPK
West Bengal,West Bengal District,Cotton,Kharif,2022,26201,125502,4.79,Alluvial,Medium,Tropical,DAP + Urea
West Bengal,West Bengal District,Soybean,Rabi,2023,7891,14282,1.81,Red,Medium,Humid,Organic + NPK
West Bengal,West Bengal District,Bajra,Kharif,2023,18591,108571,5.84,Alluvial,Low,Humid,Potash
West Bengal,West Bengal District,Rice,Zaid,2023,21678,50726,2.34,Alluvial,High,Tropical,Organic + NPK
West Bengal,West Bengal District,Cotton,Zaid,2023,13963,64648,4.63,Sandy,Medium,Tropical,Urea
West Bengal,West Bengal District,Rice,Rabi,2023,9360,17409,1.86,Laterite,High,Mountain,DAP + Urea
West Bengal,West Bengal District,Tea,Rabi,2023,26616,75855,2.85,Red,Low,Tropical,DAP + Urea
West Bengal,West Bengal District,Rubber,Zaid,2023,28266,159137,5.63,Loam,Low,Tropical,Potash
West Bengal,West Bengal District,Jute,Zaid,2023,27409,45224,1.65,Black,Medium,Mountain,NPK
West Bengal,West Bengal District,Onion,Kharif,2023,13748,70527,5.13,Red,High,Temperate,Urea
West Bengal,West Bengal District,Mustard,Zaid,2023,21498,75672,3.52,Red,High,Temperate,Urea
West Bengal,West Bengal District,Apple,Zaid,2023,14702,34108,2.32,Clay Loam,Medium,Humid,NPK
West Bengal,West Bengal District,Maize,Rabi,2023,28805,126165,4.38,Clay Loam,Medium,Temperate,Potash
West Bengal,West Bengal District,Tea,Zaid,2024,9305,18703,2.01,Alluvial,High,Mountain,Organic + NPK
West Bengal,West Bengal District,Groundnut,Rabi,2024,13199,25210,1.91,Red,Medium,Temperate,Organic + NPK
West Bengal,West Bengal District,Coffee,Rabi,2024,1924,9023,4.69,Black,High,Temperate,Potash
West Bengal,West Bengal District,Cotton,Rabi,2024,21692,71583,3.3,Sandy,Low,Semi-Arid,DAP + Urea
West Bengal,West Bengal District,Banana,Zaid,2024,1244,6891,5.54,Black,Low,Mountain,Organic + NPK
West Bengal,West Bengal District,Ragi,Rabi,2024,18286,70401,3.85,Clay Loam,High,Humid,DAP + Urea
West Bengal,West Bengal District,Mustard,Kharif,2024,22257,40507,1.82,Sandy,Medium,Tropical,Potash
West Bengal,West Bengal District,Maize,Rabi,2024,16259,40159,2.47,Alluvial,Medium,Tropical,NPK
West Bengal,West Bengal District,Soybean,Zaid,2024,11195,44108,3.94,Clay Loam,Low,Mountain,Urea
West Bengal,West Bengal District,Tea,Zaid,2024,4705,12609,2.68,Sandy,Medium,Tropical,Potash
West Bengal,West Bengal District,Wheat,Kharif,2024,6139,28116,4.58,Laterite,Medium,Humid,DAP + Urea
West Bengal,West Bengal District,Tea,Zaid,2024,20079,35138,1.75,Loam,High,Mountain,DAP + Urea
West Bengal,West Bengal District,Jowar,Kharif,2025,3382,7034,2.08,Loam,Low,Tropical,DAP + Urea
West Bengal,West Bengal District,Onion,Rabi,2025,7397,16199,2.19,Loam,Low,Mountain,Urea
West Bengal,West Bengal District,Wheat,Zaid,2025,15372,60104,3.91,Clay Loam,High,Semi-Arid,Potash
West Bengal,West Bengal District,Groundnut,Rabi,2025,10311,32685,3.17,Black,Medium,Temperate,Urea
West Bengal,West Bengal District,Maize,Rabi,2025,17315,96098,5.55,Alluvial,Low,Mountain,Organic + NPK
West Bengal,West Bengal District,Groundnut,Zaid,2025,21627,44767,2.07,Alluvial,Low,Mountain,Organic + NPK
West Bengal,West Bengal District,Ragi,Kharif,2025,18764,45033,2.4,Clay Loam,Medium,Semi-Arid,Potash
West Bengal,West Bengal District,Maize,Kharif,2025,17738,65098,3.67,Black,Medium,Mountain,Potash
West Bengal,West Bengal District,Groundnut,Kharif,2025,11150,42147,3.78,Black,High,Temperate,Urea
West Bengal,West Bengal District,Jute,Zaid,2025,17270,38857,2.25,Laterite,Low,Humid,Potash
West Bengal,West Bengal District,Bajra,Rabi,2025,2024,5545,2.74,Red,Medium,Humid,Organic + NPK
West Bengal,West Bengal District,Maize,Kharif,2025,20085,108459,5.4,Black,Low,Temperate,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Rice,Kharif,2016,3698,9429,2.55,Clay Loam,Medium,Semi-Arid,Organic + NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Ragi,Kharif,2016,4678,21986,4.7,Black,Medium,Humid,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Cotton,Kharif,2016,2963,16800,5.67,Sandy,High,Temperate,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Rice,Kharif,2016,13379,67563,5.05,Black,Medium,Temperate,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Wheat,Rabi,2016,22539,48684,2.16,Loam,High,Semi-Arid,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Coconut,Kharif,2016,25337,46620,1.84,Sandy,Low,Semi-Arid,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Banana,Zaid,2016,19893,56098,2.82,Loam,Medium,Tropical,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Rubber,Rabi,2016,3003,6426,2.14,Loam,Medium,Semi-Arid,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Jowar,Kharif,2016,18868,38302,2.03,Sandy,Medium,Temperate,Organic + NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Soybean,Kharif,2016,15767,54553,3.46,Red,Low,Tropical,Organic + NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Sugarcane,Rabi,2016,8251,29951,3.63,Alluvial,Medium,Temperate,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Jute,Kharif,2016,9477,43025,4.54,Black,High,Tropical,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Jute,Zaid,2017,1215,5418,4.46,Alluvial,High,Tropical,Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Cotton,Zaid,2017,6905,26308,3.81,Alluvial,High,Semi-Arid,Organic + NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Wheat,Kharif,2017,12507,38146,3.05,Alluvial,Low,Temperate,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Bajra,Rabi,2017,25339,142658,5.63,Laterite,High,Semi-Arid,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Banana,Zaid,2017,10197,15397,1.51,Black,High,Semi-Arid,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Coffee,Kharif,2017,5675,27069,4.77,Alluvial,Low,Temperate,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Ragi,Kharif,2017,22082,85457,3.87,Black,Low,Temperate,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Jute,Kharif,2017,6118,24166,3.95,Red,Medium,Mountain,Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Ragi,Zaid,2017,5961,29805,5,Red,Low,Humid,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Apple,Rabi,2017,4387,7589,1.73,Black,High,Semi-Arid,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Potato,Kharif,2017,21848,120819,5.53,Sandy,High,Humid,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Coconut,Rabi,2017,20292,108562,5.35,Red,High,Tropical,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Maize,Rabi,2018,18726,72844,3.89,Alluvial,Medium,Tropical,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Mustard,Zaid,2018,14435,30169,2.09,Black,High,Semi-Arid,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Cotton,Kharif,2018,27769,69700,2.51,Laterite,Low,Mountain,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Soybean,Kharif,2018,1624,5635,3.47,Loam,Low,Tropical,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Rubber,Rabi,2018,7639,42702,5.59,Alluvial,High,Mountain,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Rice,Zaid,2018,19451,41041,2.11,Loam,Medium,Temperate,Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Cotton,Kharif,2018,20817,116367,5.59,Black,High,Semi-Arid,Organic + NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Mustard,Kharif,2018,19039,112139,5.89,Clay Loam,Low,Tropical,Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Rubber,Kharif,2018,27542,77393,2.81,Black,Medium,Humid,Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Jute,Rabi,2018,23480,135479,5.77,Sandy,Medium,Temperate,Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Sugarcane,Zaid,2018,21533,50817,2.36,Black,Low,Mountain,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Apple,Zaid,2018,1658,8422,5.08,Alluvial,Medium,Semi-Arid,Organic + NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Coffee,Kharif,2019,19627,55151,2.81,Alluvial,Low,Semi-Arid,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Soybean,Zaid,2019,4784,14352,3,Black,Medium,Semi-Arid,Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Ragi,Zaid,2019,2851,10662,3.74,Laterite,Medium,Mountain,Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Coffee,Rabi,2019,6618,14427,2.18,Clay Loam,Low,Tropical,Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Coffee,Rabi,2019,17912,31346,1.75,Laterite,High,Temperate,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Tea,Zaid,2019,25472,112076,4.4,Black,High,Temperate,Organic + NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Apple,Rabi,2019,14949,59048,3.95,Black,Medium,Mountain,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Ragi,Rabi,2019,20825,33736,1.62,Clay Loam,Low,Humid,Organic + NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Ragi,Kharif,2019,28150,79383,2.82,Alluvial,Medium,Temperate,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Mustard,Kharif,2019,13593,81558,6,Sandy,Low,Mountain,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Rubber,Kharif,2019,26211,120308,4.59,Black,High,Tropical,Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Wheat,Zaid,2019,4285,21082,4.92,Alluvial,Medium,Semi-Arid,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Ragi,Kharif,2020,26761,76268,2.85,Alluvial,High,Tropical,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Soybean,Zaid,2020,24187,86831,3.59,Alluvial,Low,Humid,Organic + NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Banana,Rabi,2020,5114,18768,3.67,Black,Low,Mountain,Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Coffee,Kharif,2020,11743,65878,5.61,Clay Loam,High,Tropical,Organic + NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Potato,Kharif,2020,4210,11072,2.63,Red,High,Semi-Arid,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Apple,Zaid,2020,21700,126294,5.82,Laterite,High,Mountain,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Wheat,Rabi,2020,14860,69693,4.69,Alluvial,Medium,Humid,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Ragi,Rabi,2020,12410,33755,2.72,Sandy,High,Humid,Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Tea,Rabi,2020,23749,103545,4.36,Laterite,High,Temperate,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Soybean,Rabi,2020,8204,40937,4.99,Sandy,High,Semi-Arid,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Bajra,Rabi,2020,29414,127068,4.32,Clay Loam,High,Mountain,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Cotton,Rabi,2020,23431,50376,2.15,Laterite,Medium,Temperate,Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Mustard,Zaid,2021,15782,42769,2.71,Sandy,Medium,Humid,Organic + NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Sugarcane,Zaid,2021,15317,44725,2.92,Red,Low,Tropical,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Onion,Rabi,2021,11319,67121,5.93,Sandy,Medium,Tropical,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Ragi,Rabi,2021,14430,34632,2.4,Loam,Low,Humid,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Wheat,Zaid,2021,11881,60355,5.08,Sandy,Medium,Humid,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Rice,Zaid,2021,19826,107060,5.4,Laterite,Medium,Tropical,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Cotton,Rabi,2021,27704,90315,3.26,Loam,Low,Semi-Arid,Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Rubber,Rabi,2021,5434,16084,2.96,Clay Loam,Medium,Semi-Arid,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Onion,Rabi,2021,21177,57389,2.71,Alluvial,High,Tropical,Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Groundnut,Zaid,2021,29799,57512,1.93,Black,Medium,Temperate,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Onion,Zaid,2021,5676,22987,4.05,Alluvial,High,Humid,Organic + NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Banana,Zaid,2021,21894,91516,4.18,Sandy,Low,Semi-Arid,Organic + NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Maize,Zaid,2022,4813,14150,2.94,Clay Loam,Low,Temperate,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Coconut,Kharif,2022,14495,70445,4.86,Red,High,Semi-Arid,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Wheat,Zaid,2022,20748,59339,2.86,Alluvial,Medium,Semi-Arid,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Onion,Zaid,2022,25231,81243,3.22,Clay Loam,Medium,Temperate,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Potato,Zaid,2022,15196,44828,2.95,Clay Loam,High,Semi-Arid,Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Potato,Kharif,2022,10133,20975,2.07,Black,Medium,Humid,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Wheat,Kharif,2022,2725,4659,1.71,Laterite,High,Semi-Arid,Organic + NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Maize,Rabi,2022,20711,41007,1.98,Red,Medium,Tropical,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Soybean,Kharif,2022,6209,24898,4.01,Clay Loam,Low,Tropical,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Jowar,Kharif,2022,7476,16970,2.27,Black,High,Temperate,Organic + NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Onion,Kharif,2022,12065,54895,4.55,Clay Loam,High,Tropical,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Rice,Kharif,2022,17970,76731,4.27,Sandy,High,Tropical,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Jowar,Zaid,2023,16203,25924,1.6,Black,Low,Mountain,Organic + NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Apple,Kharif,2023,16097,63583,3.95,Black,High,Tropical,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Ragi,Zaid,2023,1661,8188,4.93,Red,Low,Tropical,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Onion,Zaid,2023,24527,53468,2.18,Loam,High,Tropical,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Cotton,Rabi,2023,5725,22900,4,Red,Medium,Temperate,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Coconut,Kharif,2023,16178,90758,5.61,Black,Low,Mountain,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Maize,Zaid,2023,7230,37162,5.14,Clay Loam,Low,Semi-Arid,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Jute,Rabi,2023,28479,156919,5.51,Sandy,High,Tropical,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Cotton,Rabi,2023,22730,120014,5.28,Laterite,Low,Semi-Arid,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Mustard,Zaid,2023,23927,89008,3.72,Alluvial,Low,Humid,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Bajra,Rabi,2023,2847,11729,4.12,Alluvial,Medium,Mountain,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Sugarcane,Kharif,2023,20757,39853,1.92,Sandy,High,Mountain,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Apple,Kharif,2024,15644,63671,4.07,Loam,High,Mountain,Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Cotton,Kharif,2024,3711,22043,5.94,Laterite,High,Humid,Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Rubber,Zaid,2024,11578,36586,3.16,Alluvial,Medium,Semi-Arid,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Groundnut,Rabi,2024,12981,41019,3.16,Red,High,Semi-Arid,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Soybean,Rabi,2024,26844,76773,2.86,Black,High,Humid,Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Onion,Rabi,2024,580,1948,3.36,Red,High,Temperate,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Jowar,Zaid,2024,13354,21366,1.6,Red,High,Tropical,Organic + NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Jowar,Kharif,2024,12322,48548,3.94,Loam,Low,Semi-Arid,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Maize,Zaid,2024,803,1501,1.87,Red,Medium,Semi-Arid,Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Cotton,Zaid,2024,2676,5244,1.96,Laterite,High,Tropical,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Onion,Zaid,2024,10910,28584,2.62,Alluvial,Medium,Humid,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Onion,Rabi,2024,29331,89459,3.05,Loam,Low,Semi-Arid,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Cotton,Kharif,2025,8254,22698,2.75,Laterite,Low,Temperate,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Coconut,Kharif,2025,21387,83623,3.91,Sandy,Low,Temperate,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Tea,Zaid,2025,8116,15339,1.89,Black,High,Temperate,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Mustard,Rabi,2025,27761,75509,2.72,Sandy,Low,Humid,NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Mustard,Kharif,2025,8174,21906,2.68,Loam,Medium,Tropical,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Cotton,Rabi,2025,24635,132043,5.36,Black,Low,Semi-Arid,Organic + NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Groundnut,Kharif,2025,27433,50476,1.84,Black,Medium,Temperate,DAP + Urea
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Banana,Zaid,2025,24340,103201,4.24,Clay Loam,Low,Semi-Arid,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Onion,Zaid,2025,23474,121830,5.19,Clay Loam,Medium,Semi-Arid,Organic + NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Coconut,Zaid,2025,24569,126776,5.16,Red,High,Mountain,Organic + NPK
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Cotton,Rabi,2025,6702,21245,3.17,Laterite,High,Mountain,Potash
Andaman and Nicobar Islands,Andaman and Nicobar Islands District,Potato,Zaid,2025,13325,67024,5.03,Laterite,High,Mountain,Potash
Chandigarh,Chandigarh District,Jute,Kharif,2016,7096,24836,3.5,Laterite,Low,Semi-Arid,NPK
Chandigarh,Chandigarh District,Tea,Rabi,2016,23770,132398,5.57,Red,Medium,Semi-Arid,Urea
Chandigarh,Chandigarh District,Soybean,Rabi,2016,5263,14789,2.81,Clay Loam,Medium,Tropical,Potash
Chandigarh,Chandigarh District,Groundnut,Kharif,2016,17276,103656,6,Loam,Low,Tropical,Potash
Chandigarh,Chandigarh District,Mustard,Rabi,2016,22727,74999,3.3,Sandy,Medium,Mountain,DAP + Urea
Chandigarh,Chandigarh District,Onion,Zaid,2016,5050,13736,2.72,Loam,Medium,Humid,Organic + NPK
Chandigarh,Chandigarh District,Jowar,Zaid,2016,11141,50134,4.5,Red,High,Temperate,NPK
Chandigarh,Chandigarh District,Sugarcane,Rabi,2016,11179,38679,3.46,Clay Loam,Low,Mountain,Organic + NPK
Chandigarh,Chandigarh District,Cotton,Rabi,2016,27383,143760,5.25,Alluvial,Medium,Tropical,Organic + NPK
Chandigarh,Chandigarh District,Cotton,Kharif,2016,25554,131603,5.15,Clay Loam,Medium,Temperate,Urea
Chandigarh,Chandigarh District,Cotton,Rabi,2016,27297,124747,4.57,Black,Medium,Tropical,NPK
Chandigarh,Chandigarh District,Groundnut,Kharif,2016,25517,95178,3.73,Clay Loam,Medium,Temperate,Urea
Chandigarh,Chandigarh District,Soybean,Rabi,2017,22778,128695,5.65,Alluvial,Low,Semi-Arid,Organic + NPK
Chandigarh,Chandigarh District,Rice,Kharif,2017,20777,84977,4.09,Sandy,Low,Semi-Arid,Potash
Chandigarh,Chandigarh District,Groundnut,Rabi,2017,22746,93486,4.11,Alluvial,Medium,Mountain,Urea
Chandigarh,Chandigarh District,Wheat,Zaid,2017,1958,9946,5.08,Laterite,High,Semi-Arid,Organic + NPK
Chandigarh,Chandigarh District,Cotton,Zaid,2017,9298,39888,4.29,Alluvial,High,Temperate,Organic + NPK
Chandigarh,Chandigarh District,Cotton,Kharif,2017,6259,19340,3.09,Clay Loam,High,Semi-Arid,DAP + Urea
Chandigarh,Chandigarh District,Wheat,Rabi,2017,4052,18760,4.63,Alluvial,High,Humid,DAP + Urea
Chandigarh,Chandigarh District,Mustard,Kharif,2017,20605,84480,4.1,Red,Low,Mountain,NPK
Chandigarh,Chandigarh District,Soybean,Rabi,2017,4335,9320,2.15,Red,High,Tropical,DAP + Urea
Chandigarh,Chandigarh District,Banana,Rabi,2017,22653,79738,3.52,Loam,Low,Tropical,Organic + NPK
